interview__key,interview__id,ip1,localite,structure,code_ppsp,intitule_ppsp,code_agent,code_interaction,qu1,qu2,qu3,qu4,qu5,qu6,qu7,qu8,qu9,qu10
00000002679,00000000000000000000002679,IP2679,Localite5,Structure1,203,PPSP_203,11,2679,Oui,Non,Oui,Non,Non,Oui,Non,Oui,Non,Oui
00000002680,00000000000000000000002680,IP2680,Localite10,Structure7,534,PPSP_534,3,2680,Oui,Oui,Oui,Non,Oui,Oui,Oui,Non,Oui,Non
00000002681,00000000000000000000002681,IP2681,Localite2,Structure3,870,PPSP_870,12,2681,Oui,Oui,Non,Oui,Non,Oui,Oui,Non,Oui,Non
00000002682,00000000000000000000002682,IP2682,Localite8,Structure7,37,PPSP_37,15,2682,Oui,Oui,Oui,Oui,Non,Oui,Oui,Non,Oui,Oui
00000002683,00000000000000000000002683,IP2683,Localite8,Structure15,951,PPSP_951,23,2683,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non
00000002684,00000000000000000000002684,IP2684,Localite4,Structure5,226,PPSP_226,25,2684,Oui,Oui,Oui,Oui,Non,Oui,Oui,Oui,Oui,Oui
00000002685,00000000000000000000002685,IP2685,Localite1,Structure5,52,PPSP_52,12,2685,Oui,Non,Non,Oui,Oui,Parfois,Non,Non,Non,Non
00000002686,00000000000000000000002686,IP2686,Localite8,Structure9,572,PPSP_572,15,2686,Non,Oui,Non,Non,Non,Oui,Oui,Non,Non,Oui
00000002687,00000000000000000000002687,IP2687,Localite7,Structure20,745,PPSP_745,11,2687,Oui,Oui,Oui,Non,Oui,Parfois,Non,Oui,Oui,Non
00000002688,00000000000000000000002688,IP2688,Localite8,Structure1,1,PPSP_1,1,2688,Oui,Oui,Non,Non,Non,Parfois,Oui,Non,Non,Oui
00000002689,00000000000000000000002689,IP2689,Localite10,Structure19,641,PPSP_641,14,2689,Non,Oui,Oui,Non,Non,Oui,Oui,Non,Oui,Non
00000002690,00000000000000000000002690,IP2690,Localite7,Structure16,134,PPSP_134,16,2690,Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Non,Oui
00000002691,00000000000000000000002691,IP2691,Localite3,Structure19,951,PPSP_951,22,2691,Non,Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Oui
00000002692,00000000000000000000002692,IP2692,Localite4,Structure16,682,PPSP_682,19,2692,Oui,Oui,Non,Oui,Oui,Parfois,Non,Non,Oui,Non
00000002693,00000000000000000000002693,IP2693,Localite10,Structure12,611,PPSP_611,1,2693,Oui,Oui,Oui,Oui,Oui,Parfois,Oui,Non,Non,Non
00000002694,00000000000000000000002694,IP2694,Localite7,Structure11,954,PPSP_954,7,2694,Oui,Oui,Oui,Non,Oui,Oui,Oui,Non,Oui,Non
00000002695,00000000000000000000002695,IP2695,Localite10,Structure6,195,PPSP_195,16,2695,Oui,Oui,Oui,Non,Non,Oui,Oui,Non,Non,Oui
00000002696,00000000000000000000002696,IP2696,Localite8,Structure8,32,PPSP_32,11,2696,Oui,Non,Oui,Non,Non,Parfois,Non,Oui,Non,Oui
00000002697,00000000000000000000002697,IP2697,Localite6,Structure20,267,PPSP_267,15,2697,Oui,Non,Oui,Oui,Oui,Parfois,Non,Non,Non,Oui
00000002698,00000000000000000000002698,IP2698,Localite8,Structure19,264,PPSP_264,6,2698,Oui,Non,Oui,Non,Non,Oui,Oui,Non,Oui,Non
00000002699,00000000000000000000002699,IP2699,Localite1,Structure11,820,PPSP_820,8,2699,Oui,Oui,Oui,Oui,Non,Oui,Oui,Non,Oui,Oui
00000002700,00000000000000000000002700,IP2700,Localite4,Structure6,885,PPSP_885,4,2700,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Non
00000002701,00000000000000000000002701,IP2701,Localite7,Structure16,682,PPSP_682,13,2701,Oui,Non,Non,Non,Oui,Oui,Oui,Non,Non,Non
00000002702,00000000000000000000002702,IP2702,Localite9,Structure9,457,PPSP_457,6,2702,Oui,Oui,Non,Oui,Non,Parfois,Oui,Non,Oui,Oui
00000002703,00000000000000000000002703,IP2703,Localite7,Structure4,13,PPSP_13,20,2703,Oui,Non,Oui,Oui,Oui,Parfois,Oui,Non,Oui,Non
00000002704,00000000000000000000002704,IP2704,Localite8,Structure12,773,PPSP_773,4,2704,Oui,Oui,Oui,Non,Non,Oui,Oui,Oui,Non,Non
00000002705,00000000000000000000002705,IP2705,Localite6,Structure5,897,PPSP_897,23,2705,Oui,Non,Non,Non,Oui,Oui,Oui,Non,Oui,Oui
00000002706,00000000000000000000002706,IP2706,Localite10,Structure16,294,PPSP_294,2,2706,Oui,Oui,Oui,Oui,Non,Parfois,Oui,Non,Non,Oui
00000002707,00000000000000000000002707,IP2707,Localite10,Structure18,152,PPSP_152,7,2707,Oui,Oui,Oui,Non,Non,Oui,Oui,Non,Non,Oui
00000002708,00000000000000000000002708,IP2708,Localite5,Structure5,915,PPSP_915,3,2708,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui
00000002709,00000000000000000000002709,IP2709,Localite8,Structure19,686,PPSP_686,20,2709,Oui,Oui,Non,Non,Oui,Oui,Oui,Non,Oui,Oui
00000002710,00000000000000000000002710,IP2710,Localite7,Structure6,120,PPSP_120,8,2710,Non,Oui,Pas applicable,Oui,Non,Oui,Oui,Non,Non,Oui
00000002711,00000000000000000000002711,IP2711,Localite1,Structure4,968,PPSP_968,12,2711,Oui,Oui,Non,Oui,Non,Oui,Oui,Oui,Oui,Oui
00000002712,00000000000000000000002712,IP2712,Localite10,Structure5,449,PPSP_449,22,2712,Non,Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Oui
00000002713,00000000000000000000002713,IP2713,Localite5,Structure11,96,PPSP_96,19,2713,Oui,Oui,Oui,Oui,Non,Oui,Oui,Non,Non,Non
00000002714,00000000000000000000002714,IP2714,Localite2,Structure10,370,PPSP_370,14,2714,Oui,Non,Non,Oui,Oui,Oui,Oui,Non,Oui,Non
00000002715,00000000000000000000002715,IP2715,Localite2,Structure7,273,PPSP_273,14,2715,Oui,Oui,Non,Oui,Oui,Oui,Oui,Oui,Oui,Non
00000002716,00000000000000000000002716,IP2716,Localite5,Structure1,830,PPSP_830,15,2716,Oui,Non,Non,Non,Non,Parfois,Oui,Non,Oui,Oui
00000002717,00000000000000000000002717,IP2717,Localite9,Structure17,38,PPSP_38,18,2717,Oui,Oui,Oui,Oui,Non,Oui,Non,Oui,Non,Oui
00000002718,00000000000000000000002718,IP2718,Localite1,Structure14,90,PPSP_90,22,2718,Oui,Oui,Non,Oui,Non,Oui,Oui,Non,Non,Oui
00000002719,00000000000000000000002719,IP2719,Localite2,Structure18,824,PPSP_824,18,2719,Oui,Oui,Oui,Non,Oui,Oui,Non,Non,Oui,Oui
00000002720,00000000000000000000002720,IP2720,Localite3,Structure10,577,PPSP_577,15,2720,Non,Oui,Oui,Non,Oui,Oui,Oui,Non,Non,Non
00000002721,00000000000000000000002721,IP2721,Localite10,Structure18,247,PPSP_247,24,2721,Oui,Oui,Oui,Non,Non,Oui,Oui,Oui,Non,Oui
00000002722,00000000000000000000002722,IP2722,Localite6,Structure12,869,PPSP_869,9,2722,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui
00000002723,00000000000000000000002723,IP2723,Localite4,Structure6,633,PPSP_633,16,2723,Oui,Oui,Non,Oui,Oui,Oui,Oui,Non,Non,Oui
00000002724,00000000000000000000002724,IP2724,Localite8,Structure6,42,PPSP_42,5,2724,Oui,Non,Non,Oui,Non,Oui,Oui,Oui,Oui,Oui
00000002725,00000000000000000000002725,IP2725,Localite9,Structure9,166,PPSP_166,16,2725,Non,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui
00000002726,00000000000000000000002726,IP2726,Localite6,Structure4,747,PPSP_747,7,2726,Oui,Oui,Non,Oui,Non,Oui,Non,Non,Oui,Non
00000002727,00000000000000000000002727,IP2727,Localite3,Structure12,646,PPSP_646,25,2727,Oui,Oui,Non,Non,Oui,Oui,Oui,Non,Oui,Non
00000002728,00000000000000000000002728,IP2728,Localite8,Structure17,536,PPSP_536,23,2728,Oui,Oui,Non,Non,Non,Parfois,Oui,Non,Oui,Non
00000002729,00000000000000000000002729,IP2729,Localite6,Structure5,286,PPSP_286,2,2729,Oui,Non,Non,Non,Oui,Parfois,Oui,Non,Non,Oui
00000002730,00000000000000000000002730,IP2730,Localite10,Structure6,861,PPSP_861,1,2730,Non,Oui,Oui,Oui,Non,Oui,Oui,Non,Non,Oui
00000002731,00000000000000000000002731,IP2731,Localite3,Structure9,361,PPSP_361,13,2731,Oui,Non,Oui,Oui,Oui,Oui,Non,Non,Oui,Non
00000002732,00000000000000000000002732,IP2732,Localite9,Structure18,815,PPSP_815,5,2732,Oui,Non,Oui,Oui,Non,Oui,Non,Non,Non,Oui
00000002733,00000000000000000000002733,IP2733,Localite2,Structure18,888,PPSP_888,8,2733,Oui,Non,Oui,Non,Non,Oui,Oui,Non,Non,Oui
00000002734,00000000000000000000002734,IP2734,Localite9,Structure12,905,PPSP_905,5,2734,Oui,Oui,Oui,Oui,Non,Oui,Oui,Non,Oui,Non
00000002735,00000000000000000000002735,IP2735,Localite4,Structure10,762,PPSP_762,11,2735,Oui,Oui,Oui,Non,Oui,Oui,Oui,Non,Non,Oui
00000002736,00000000000000000000002736,IP2736,Localite1,Structure13,584,PPSP_584,16,2736,Oui,Oui,Oui,Oui,Oui,Parfois,Oui,Non,Oui,Oui
00000002737,00000000000000000000002737,IP2737,Localite6,Structure9,430,PPSP_430,2,2737,Non,Oui,Oui,Oui,Oui,Parfois,Non,Non,Non,Oui
00000002738,00000000000000000000002738,IP2738,Localite6,Structure9,381,PPSP_381,25,2738,Non,Oui,Oui,Non,Non,Parfois,Non,Non,Non,Oui
00000002739,00000000000000000000002739,IP2739,Localite3,Structure7,231,PPSP_231,2,2739,Oui,Oui,Oui,Non,Non,Oui,Oui,Non,Non,Non
00000002740,00000000000000000000002740,IP2740,Localite5,Structure17,504,PPSP_504,24,2740,Oui,Oui,Non,Non,Oui,Oui,Oui,Non,Oui,Oui
00000002741,00000000000000000000002741,IP2741,Localite2,Structure17,312,PPSP_312,18,2741,Oui,Oui,Oui,Oui,Non,Oui,Oui,Non,Non,Non
00000002742,00000000000000000000002742,IP2742,Localite4,Structure13,528,PPSP_528,11,2742,Non,Oui,Oui,Oui,Oui,Parfois,Oui,Non,Non,Non
00000002743,00000000000000000000002743,IP2743,Localite4,Structure6,588,PPSP_588,2,2743,Oui,Oui,Non,Non,Oui,Oui,Non,Non,Oui,Oui
00000002744,00000000000000000000002744,IP2744,Localite3,Structure14,712,PPSP_712,25,2744,Oui,Oui,Non,Non,Non,Oui,Oui,Non,Oui,Oui
00000002745,00000000000000000000002745,IP2745,Localite6,Structure15,19,PPSP_19,6,2745,Oui,Oui,Oui,Non,Oui,Oui,Oui,Non,Non,Oui
00000002746,00000000000000000000002746,IP2746,Localite10,Structure1,187,PPSP_187,13,2746,Non,Oui,Oui,Non,Non,Parfois,Oui,Non,Oui,Non
00000002747,00000000000000000000002747,IP2747,Localite10,Structure18,479,PPSP_479,12,2747,Oui,Oui,Non,Oui,Oui,Oui,Non,Non,Oui,Oui
00000002748,00000000000000000000002748,IP2748,Localite9,Structure15,1,PPSP_1,5,2748,Oui,Oui,Non,Oui,Non,Parfois,Non,Non,Oui,Oui
00000002749,00000000000000000000002749,IP2749,Localite4,Structure9,770,PPSP_770,22,2749,Oui,Oui,Oui,Oui,Non,Oui,Oui,Non,Non,Oui
00000002750,00000000000000000000002750,IP2750,Localite6,Structure9,288,PPSP_288,24,2750,Oui,Oui,Non,Oui,Oui,Oui,Non,Non,Non,Non
00000002751,00000000000000000000002751,IP2751,Localite10,Structure11,661,PPSP_661,4,2751,Oui,Oui,Oui,Non,Oui,Parfois,Oui,Non,Non,Non
00000002752,00000000000000000000002752,IP2752,Localite9,Structure17,946,PPSP_946,23,2752,Oui,Non,Oui,Oui,Non,Oui,Oui,Non,Oui,Non
00000002753,00000000000000000000002753,IP2753,Localite5,Structure9,687,PPSP_687,2,2753,Oui,Oui,Non,Oui,Oui,Oui,Oui,Non,Non,Non
00000002754,00000000000000000000002754,IP2754,Localite5,Structure7,899,PPSP_899,12,2754,Oui,Non,Oui,Oui,Oui,Oui,Oui,Non,Non,Oui
00000002755,00000000000000000000002755,IP2755,Localite5,Structure6,22,PPSP_22,22,2755,Oui,Non,Oui,Oui,Non,Oui,Non,Non,Oui,Oui
00000002756,00000000000000000000002756,IP2756,Localite9,Structure10,76,PPSP_76,2,2756,Oui,Oui,Oui,Non,Oui,Oui,Oui,Non,Non,Oui
00000002757,00000000000000000000002757,IP2757,Localite1,Structure7,297,PPSP_297,19,2757,Oui,Oui,Oui,Oui,Non,Parfois,Non,Non,Oui,Oui
00000002758,00000000000000000000002758,IP2758,Localite8,Structure12,789,PPSP_789,24,2758,Oui,Oui,Oui,Non,Oui,Parfois,Non,Oui,Non,Oui
00000002759,00000000000000000000002759,IP2759,Localite8,Structure8,31,PPSP_31,22,2759,Oui,Non,Non,Non,Oui,Parfois,Oui,Oui,Oui,Oui
00000002760,00000000000000000000002760,IP2760,Localite1,Structure16,352,PPSP_352,2,2760,Oui,Oui,Non,Oui,Oui,Oui,Oui,Oui,Oui,Oui
00000002761,00000000000000000000002761,IP2761,Localite3,Structure15,967,PPSP_967,10,2761,Oui,Non,Oui,Non,Oui,Oui,Oui,Non,Non,Oui
00000002762,00000000000000000000002762,IP2762,Localite4,Structure4,686,PPSP_686,17,2762,Oui,Oui,Oui,Oui,Non,Parfois,Oui,Non,Non,Non
00000002763,00000000000000000000002763,IP2763,Localite4,Structure3,142,PPSP_142,11,2763,Oui,Oui,Non,Oui,Non,Parfois,Non,Non,Oui,Non
00000002764,00000000000000000000002764,IP2764,Localite7,Structure6,572,PPSP_572,22,2764,Oui,Oui,Non,Oui,Oui,Oui,Oui,Non,Oui,Oui
00000002765,00000000000000000000002765,IP2765,Localite9,Structure6,119,PPSP_119,18,2765,Non,Non,Non,Non,Non,Oui,Oui,Non,Oui,Non
00000002766,00000000000000000000002766,IP2766,Localite10,Structure20,573,PPSP_573,3,2766,Oui,Oui,Pas applicable,Oui,Non,Oui,Oui,Non,Oui,Non
00000002767,00000000000000000000002767,IP2767,Localite1,Structure8,907,PPSP_907,2,2767,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Oui
00000002768,00000000000000000000002768,IP2768,Localite8,Structure18,247,PPSP_247,16,2768,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Non
00000002769,00000000000000000000002769,IP2769,Localite1,Structure3,975,PPSP_975,10,2769,Oui,Oui,Oui,Non,Non,Oui,Oui,Non,Oui,Oui
00000002770,00000000000000000000002770,IP2770,Localite7,Structure4,4,PPSP_4,15,2770,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui
00000002771,00000000000000000000002771,IP2771,Localite7,Structure18,425,PPSP_425,6,2771,Oui,Oui,Non,Oui,Non,Parfois,Oui,Non,Oui,Oui
00000002772,00000000000000000000002772,IP2772,Localite7,Structure4,13,PPSP_13,23,2772,Oui,Oui,Oui,Oui,Non,Oui,Oui,Non,Non,Non
00000002773,00000000000000000000002773,IP2773,Localite3,Structure13,617,PPSP_617,5,2773,Oui,Non,Oui,Oui,Oui,Parfois,Oui,Oui,Oui,Oui
00000002774,00000000000000000000002774,IP2774,Localite10,Structure11,309,PPSP_309,4,2774,Oui,Oui,Oui,Non,Non,Oui,Oui,Non,Oui,Oui
00000002775,00000000000000000000002775,IP2775,Localite3,Structure18,181,PPSP_181,10,2775,Non,Oui,Non,Oui,Oui,Oui,Oui,Non,Non,Oui
00000002776,00000000000000000000002776,IP2776,Localite9,Structure20,185,PPSP_185,3,2776,Oui,Oui,Pas applicable,Non,Non,Parfois,Oui,Non,Non,Oui
00000002777,00000000000000000000002777,IP2777,Localite3,Structure2,85,PPSP_85,12,2777,Oui,Non,Oui,Oui,Non,Oui,Oui,Non,Oui,Non
00000002778,00000000000000000000002778,IP2778,Localite5,Structure4,441,PPSP_441,15,2778,Oui,Oui,Oui,Oui,Non,Oui,Oui,Non,Oui,Oui
00000002779,00000000000000000000002779,IP2779,Localite9,Structure13,635,PPSP_635,9,2779,Non,Non,Non,Non,Oui,Oui,Oui,Non,Non,Non
00000002780,00000000000000000000002780,IP2780,Localite1,Structure9,972,PPSP_972,16,2780,Non,Non,Non,Oui,Non,Oui,Oui,Non,Oui,Non
00000002781,00000000000000000000002781,IP2781,Localite9,Structure20,886,PPSP_886,13,2781,Oui,Oui,Non,Oui,Oui,Oui,Oui,Non,Non,Oui
00000002782,00000000000000000000002782,IP2782,Localite2,Structure19,605,PPSP_605,11,2782,Oui,Non,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non
00000002783,00000000000000000000002783,IP2783,Localite6,Structure8,666,PPSP_666,14,2783,Oui,Oui,Pas applicable,Non,Non,Oui,Oui,Non,Oui,Oui
00000002784,00000000000000000000002784,IP2784,Localite6,Structure1,342,PPSP_342,24,2784,Oui,Oui,Non,Non,Oui,Parfois,Non,Non,Non,Oui
00000002785,00000000000000000000002785,IP2785,Localite10,Structure5,523,PPSP_523,6,2785,Non,Oui,Non,Non,Non,Oui,Oui,Non,Non,Non
00000002786,00000000000000000000002786,IP2786,Localite3,Structure12,84,PPSP_84,8,2786,Oui,Oui,Oui,Non,Oui,Oui,Oui,Non,Non,Non
00000002787,00000000000000000000002787,IP2787,Localite7,Structure8,853,PPSP_853,23,2787,Oui,Oui,Non,Oui,Oui,Oui,Oui,Non,Oui,Non
00000002788,00000000000000000000002788,IP2788,Localite2,Structure11,81,PPSP_81,3,2788,Oui,Non,Non,Oui,Non,Parfois,Oui,Non,Oui,Non
00000002789,00000000000000000000002789,IP2789,Localite6,Structure7,631,PPSP_631,10,2789,Non,Non,Oui,Oui,Non,Oui,Non,Non,Oui,Non
00000002790,00000000000000000000002790,IP2790,Localite8,Structure17,166,PPSP_166,23,2790,Oui,Oui,Non,Oui,Non,Oui,Non,Non,Non,Oui
00000002791,00000000000000000000002791,IP2791,Localite1,Structure16,558,PPSP_558,7,2791,Oui,Non,Non,Non,Non,Oui,Oui,Non,Non,Non
00000002792,00000000000000000000002792,IP2792,Localite3,Structure12,133,PPSP_133,19,2792,Oui,Non,Oui,Non,Non,Parfois,Oui,Non,Oui,Non
00000002793,00000000000000000000002793,IP2793,Localite4,Structure6,392,PPSP_392,1,2793,Oui,Non,Non,Oui,Non,Oui,Oui,Non,Oui,Oui
00000002794,00000000000000000000002794,IP2794,Localite4,Structure5,895,PPSP_895,7,2794,Oui,Oui,Oui,Oui,Non,Parfois,Oui,Non,Oui,Oui
00000002795,00000000000000000000002795,IP2795,Localite6,Structure20,382,PPSP_382,12,2795,Oui,Non,Non,Oui,Non,Parfois,Oui,Oui,Oui,Oui
00000002796,00000000000000000000002796,IP2796,Localite1,Structure18,874,PPSP_874,23,2796,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,Non,Oui
00000002797,00000000000000000000002797,IP2797,Localite8,Structure14,75,PPSP_75,13,2797,Oui,Oui,Non,Non,Oui,Parfois,Oui,Non,Oui,Non
00000002798,00000000000000000000002798,IP2798,Localite3,Structure18,63,PPSP_63,14,2798,Oui,Oui,Oui,Non,Non,Oui,Oui,Non,Non,Oui
00000002799,00000000000000000000002799,IP2799,Localite2,Structure2,679,PPSP_679,9,2799,Oui,Non,Oui,Non,Oui,Oui,Oui,Non,Non,Oui
00000002800,00000000000000000000002800,IP2800,Localite3,Structure20,75,PPSP_75,20,2800,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui
00000002801,00000000000000000000002801,IP2801,Localite1,Structure19,929,PPSP_929,14,2801,Oui,Oui,Oui,Non,Non,Oui,Oui,Non,Non,Oui
00000002802,00000000000000000000002802,IP2802,Localite10,Structure4,645,PPSP_645,6,2802,Oui,Non,Oui,Oui,Oui,Oui,Oui,Non,Non,Oui
00000002803,00000000000000000000002803,IP2803,Localite5,Structure13,35,PPSP_35,20,2803,Oui,Non,Oui,Oui,Non,Oui,Oui,Non,Oui,Oui
00000002804,00000000000000000000002804,IP2804,Localite6,Structure12,711,PPSP_711,8,2804,Oui,Non,Non,Oui,Non,Oui,Oui,Non,Oui,Oui
00000002805,00000000000000000000002805,IP2805,Localite9,Structure15,33,PPSP_33,10,2805,Oui,Non,Non,Oui,Non,Oui,Oui,Non,Oui,Non
00000002806,00000000000000000000002806,IP2806,Localite5,Structure13,951,PPSP_951,4,2806,Oui,Non,Non,Oui,Oui,Oui,Oui,Non,Non,Oui
00000002807,00000000000000000000002807,IP2807,Localite3,Structure6,523,PPSP_523,10,2807,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui
00000002808,00000000000000000000002808,IP2808,Localite1,Structure13,320,PPSP_320,22,2808,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Oui
00000002809,00000000000000000000002809,IP2809,Localite10,Structure9,930,PPSP_930,15,2809,Oui,Oui,Oui,Non,Non,Oui,Non,Non,Non,Oui
00000002810,00000000000000000000002810,IP2810,Localite8,Structure4,76,PPSP_76,11,2810,Oui,Oui,Pas applicable,Non,Oui,Oui,Oui,Non,Non,Non
00000002811,00000000000000000000002811,IP2811,Localite10,Structure8,842,PPSP_842,22,2811,Oui,Oui,Oui,Oui,Non,Parfois,Non,Non,Oui,Oui
00000002812,00000000000000000000002812,IP2812,Localite3,Structure7,544,PPSP_544,13,2812,Non,Oui,Oui,Oui,Non,Parfois,Oui,Non,Non,Non
00000002813,00000000000000000000002813,IP2813,Localite7,Structure10,689,PPSP_689,22,2813,Oui,Non,Oui,Non,Oui,Oui,Oui,Non,Oui,Oui
00000002814,00000000000000000000002814,IP2814,Localite9,Structure3,865,PPSP_865,23,2814,Oui,Oui,Oui,Non,Oui,Oui,Oui,Non,Oui,Non
00000002815,00000000000000000000002815,IP2815,Localite8,Structure19,577,PPSP_577,5,2815,Oui,Non,Non,Oui,Oui,Oui,Oui,Non,Non,Oui
00000002816,00000000000000000000002816,IP2816,Localite6,Structure14,126,PPSP_126,10,2816,Oui,Oui,Oui,Oui,Non,Oui,Oui,Non,Oui,Oui
00000002817,00000000000000000000002817,IP2817,Localite9,Structure6,499,PPSP_499,1,2817,Oui,Non,Pas applicable,Non,Non,Oui,Oui,Non,Oui,Non
00000002818,00000000000000000000002818,IP2818,Localite5,Structure13,699,PPSP_699,20,2818,Oui,Oui,Oui,Oui,Non,Oui,Oui,Non,Oui,Non
00000002819,00000000000000000000002819,IP2819,Localite7,Structure18,663,PPSP_663,20,2819,Oui,Oui,Oui,Non,Oui,Oui,Oui,Non,Non,Oui
00000002820,00000000000000000000002820,IP2820,Localite6,Structure13,240,PPSP_240,2,2820,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Non,Oui
00000002821,00000000000000000000002821,IP2821,Localite7,Structure16,728,PPSP_728,8,2821,Oui,Non,Oui,Oui,Non,Oui,Non,Non,Oui,Oui
00000002822,00000000000000000000002822,IP2822,Localite4,Structure6,409,PPSP_409,1,2822,Oui,Oui,Non,Non,Oui,Oui,Non,Non,Oui,Oui
00000002823,00000000000000000000002823,IP2823,Localite9,Structure11,299,PPSP_299,5,2823,Oui,Oui,Oui,Oui,Non,Oui,Oui,Non,Oui,Non
00000002824,00000000000000000000002824,IP2824,Localite1,Structure6,674,PPSP_674,4,2824,Non,Non,Oui,Oui,Non,Oui,Non,Non,Non,Non
00000002825,00000000000000000000002825,IP2825,Localite9,Structure3,643,PPSP_643,7,2825,Oui,Oui,Non,Oui,Non,Oui,Oui,Non,Oui,Oui
00000002826,00000000000000000000002826,IP2826,Localite1,Structure11,55,PPSP_55,11,2826,Oui,Non,Non,Oui,Non,Oui,Oui,Non,Non,Non
00000002827,00000000000000000000002827,IP2827,Localite7,Structure11,705,PPSP_705,14,2827,Oui,Oui,Non,Non,Non,Oui,Oui,Non,Non,Oui
00000002828,00000000000000000000002828,IP2828,Localite6,Structure2,328,PPSP_328,6,2828,Oui,Oui,Oui,Oui,Non,Oui,Oui,Non,Oui,Non
00000002829,00000000000000000000002829,IP2829,Localite10,Structure10,544,PPSP_544,6,2829,Oui,Oui,Pas applicable,Oui,Non,Oui,Oui,Non,Oui,Non
00000002830,00000000000000000000002830,IP2830,Localite7,Structure15,962,PPSP_962,24,2830,Oui,Non,Oui,Oui,Oui,Oui,Non,Non,Non,Oui
00000002831,00000000000000000000002831,IP2831,Localite1,Structure6,855,PPSP_855,21,2831,Non,Non,Non,Oui,Oui,Parfois,Oui,Non,Oui,Oui
00000002832,00000000000000000000002832,IP2832,Localite8,Structure20,191,PPSP_191,9,2832,Oui,Oui,Non,Oui,Oui,Oui,Oui,Non,Oui,Oui
00000002833,00000000000000000000002833,IP2833,Localite9,Structure19,677,PPSP_677,3,2833,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Oui,Oui
00000002834,00000000000000000000002834,IP2834,Localite4,Structure14,144,PPSP_144,5,2834,Oui,Oui,Oui,Non,Oui,Parfois,Non,Non,Oui,Non
00000002835,00000000000000000000002835,IP2835,Localite7,Structure12,231,PPSP_231,3,2835,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non
00000002836,00000000000000000000002836,IP2836,Localite3,Structure7,339,PPSP_339,10,2836,Oui,Oui,Non,Oui,Non,Oui,Oui,Non,Oui,Oui
00000002837,00000000000000000000002837,IP2837,Localite2,Structure6,966,PPSP_966,8,2837,Oui,Non,Pas applicable,Oui,Non,Parfois,Oui,Non,Non,Oui
00000002838,00000000000000000000002838,IP2838,Localite8,Structure19,682,PPSP_682,18,2838,Non,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Non
00000002839,00000000000000000000002839,IP2839,Localite4,Structure8,954,PPSP_954,23,2839,Oui,Oui,Oui,Oui,Non,Oui,Oui,Non,Non,Non
00000002840,00000000000000000000002840,IP2840,Localite8,Structure1,477,PPSP_477,23,2840,Non,Oui,Oui,Non,Oui,Oui,Oui,Non,Non,Non
00000002841,00000000000000000000002841,IP2841,Localite4,Structure7,361,PPSP_361,16,2841,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui
00000002842,00000000000000000000002842,IP2842,Localite9,Structure10,507,PPSP_507,20,2842,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui
00000002843,00000000000000000000002843,IP2843,Localite4,Structure7,341,PPSP_341,5,2843,Oui,Oui,Non,Oui,Oui,Oui,Non,Non,Non,Oui
00000002844,00000000000000000000002844,IP2844,Localite10,Structure3,529,PPSP_529,22,2844,Oui,Oui,Pas applicable,Non,Oui,Parfois,Oui,Non,Non,Non
00000002845,00000000000000000000002845,IP2845,Localite10,Structure20,820,PPSP_820,11,2845,Non,Oui,Non,Oui,Oui,Oui,Oui,Non,Oui,Oui
00000002846,00000000000000000000002846,IP2846,Localite7,Structure2,152,PPSP_152,11,2846,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Oui
00000002847,00000000000000000000002847,IP2847,Localite5,Structure10,607,PPSP_607,8,2847,Oui,Oui,Oui,Oui,Non,Oui,Oui,Oui,Oui,Non
00000002848,00000000000000000000002848,IP2848,Localite7,Structure13,496,PPSP_496,6,2848,Oui,Non,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui
00000002849,00000000000000000000002849,IP2849,Localite4,Structure17,484,PPSP_484,23,2849,Oui,Oui,Non,Oui,Oui,Oui,Oui,Non,Oui,Non
00000002850,00000000000000000000002850,IP2850,Localite9,Structure11,745,PPSP_745,8,2850,Oui,Oui,Non,Non,Non,Parfois,Oui,Non,Oui,Oui
